titulo,local,data,status,texto
Atraso na emissão da nota fiscal de veículo PCD,São José dos Campos - SP,18/11/2025 às 18:40,Respondida,"Encomendei o carro desde de setembro, docto de PCD ta aprovado e a montadora ñ da nenhuma posição sobre o faturamento e a nota fiscal"
Atraso na reposição de peça e falta de carro reserva para BYD com motor condenado,Duque de Caxias - RJ,18/11/2025 às 17:30,Respondida,"O carro foi deixado na concessionária BYD Caxias dia 05/11 e foi diagnosticado que o motor do carro deveria der substituto no dia 10/11, e até hoje, dia 18/11 não foi pedido a peça para reposição. Se já não bastasse, um carro zero, com pouco mais de 2 meses de uso, ter sido condenado o motor, estou notando um descaso por parte da BYD, já que o código de defesa do consumidor,  estabele o prazo de 30 dias para a entrega do carro pronto e em condições plena de dirigibilidade, mas fui informado que a peça demora de 10 a 20 dias úteis,  e ainda nem foi pedida, como isso é possível? Exijo uma resposta imediata, ou terei que assim que o prazo termine, tome outras medidas. Preciso de uma resposta urgente, o carro foi comprado para trabalho, e não estou usando o carro, logo não poderei honrar com as prestações.  Aguardo um retorno positivo.Observação: Foi disponibilizado um carro a combustão durante 7 dias, fiz a entrega hoje e até o momento não tenho uma solução mediante ao problema do carro, o pedido que eles enviaram para o setor responsável para pedir a peça ainda nem foi expedido, e há uma completa falta de transparência e compromisso com o cliente. A BYD Brasil deveria rever seus conceitos em relação à suporte no pós venda e fornecimento de peças, e digo mais, oferecer um carro reserva à combustão para uma pessoa que compra um carro elétrico, visando diminuir os gases do efeito estufa. Exijo uma solução imediata."
Dolphin Mini 2025 perdendo carga ao estacionar sem solução da BYD e JRCa,Maceió - AL,18/11/2025 às 16:26,Em réplica,"Título:Dolphin Mini 2025 perdendo 13% de carga ao estacionar; BYD e JRCa não solucionamDescrição:Possuo um BYD Dolphin Mini 2025 e, desde julho de 2025, enfrento um problema recorrente: toda vez que estaciono, desligo e travo o veículo, ele perde entre 1% e 3% de carga, reduzindo de forma significativa a autonomia diária. Quando não travo, não perco % de bateria. Tentei resolver a situação de maneira amigável com a concessionária JRCa, em Maceió, e também com a Central Nacional da BYD. No entanto, a resposta tem sido sempre a mesma: dizem que o comportamento é normal, o que não condiz com a experiência de outros proprietários e nem com o que se espera de um veículo novo. O carro já foi levado para averiguação por 4 vezes. Sem sucesso. Na última vez, passou uma semana imobilizado para ""testes"" e o resultado foi: tudo normal! Solicitei o detalhamento técnico dos diagnósticos realizados, mas fui informado de que tais informações seriam internas e, portanto, não seriam disponibilizadas ao consumidor. Essa falta de transparência impede que eu entenda o que realmente está acontecendo com o carro.Segundo a concessionária, foi realizado teste na bateria 12V, mas nada foi diagnosticado. Ainda assim, o problema persiste todos os dias.Estou desde julho tentando obter uma solução, sem qualquer avanço real. Diante da perda constante de carga, da redução da autonomia e da ausência de clareza técnica, solicito:1.Diagnóstico completo e detalhado, com laudo acessível ao consumidor.2.Correção definitiva do problema ou encaminhamento para avaliação em nível superior dentro da BYD.3.Transparência total sobre o que está sendo analisado.Aguardo retorno urgente, pois a situação afeta diretamente o uso do veículo e causa prejuízo contínuo."
Negativa de garantia e falta de registro de revisão atrasam reparo de veículo BYD Dolphin Plus,Ribeirão Preto - SP,18/11/2025 às 15:42,Respondida,"Prezados,Comprei meu veículo BYD Dolphin Plus 23/24, atualmente com 29.600 km, na concessionária BYD Ermano Marchetti, por intermédio da vendedora Elisete.Recentemente precisei abrir um pedido de garantia devido a um defeito no volante, que apresenta enrugamento no material na parte superior, conforme fotos já enviadas. A concessionária BYD de Ribeirão Preto, onde realizo o atendimento, verificou o problema, confirmou o defeito e encaminhou o caso para garantia.Entretanto, fui informado de que a garantia não pôde ser aprovada porque a BYD Ermano Marchetti não lançou a revisão no portal da BYD, mesmo eu tendo apresentado as fotos do manual com todas as revisões realizadas conforme solicitado. Esse erro está atrasando o processo e me prejudicando.Peço, por gentileza, que regularizem imediatamente o lançamento da revisão no portal, para que a substituição do volante possa ser autorizada sem novos atrasos.Além disso, reforço a necessidade de avaliar novamente a caixa de direção, pois o veículo apresenta um barulho já relatado anteriormente, mas que não foi identificado pelo chefe da oficina.Aguardo um retorno com a máxima urgência, considerando que tudo está parado devido a um procedimento administrativo que deveria estar regular desde a revisão realizada.Atenciosamente,*****"
BYD Cupom de Recarga Promocional NÃO FUNCIONA e ninguém resolve,Florianópolis - SC,18/11/2025 às 15:37,Em réplica,"Comprei um veículo BYD São José no dia 26/07/2025 recebi o carro no dia 05/08/2025 e recebi, no ato da compra, a promoção descrita no documento em anexo (cupom de recarga via aplicativo BYD Recharge). De acordo com a própria BYD, eu teria direito ao benefício mediante cadastro do chassi no app, dentro das regras apresentadas.Após a espera dos 45 dias. Desde então, NÃO consegui utilizar o cupom de recarga, mesmo seguindo todos os passos informados no documento oficial da marca.Já tentei resolver de todas as maneiras possíveis: Suporte da Tupi (operadora do carregamento) disseram que não conseguem habilitar. Concessionária BYD onde comprei o veículo não resolveram. Meu vendedor não conseguiu solução. Pós-venda da BYD também não conseguiu habilitar o benefício. Mesmo apresentando o documento oficial que informa claramente o direito ao benefício, ninguém assume responsabilidade e ninguém resolve o problema. Cada um joga a responsabilidade para o outro.Estou extremamente insatisfeito, pois é um benefício promocional vinculado à compra do veículo, e eu cumpri todas as condições. Preciso que a BYD regularize imediatamente o cupom, conforme anunciado e comprovado, ou apresente uma solução equivalente.Aguardo retorno da BYD com urgência, pois já tentei todos os canais possíveis sem sucesso."
Ventoinha ligada constantemente e baixa autonomia da bateria BYD Dolphin,Goiânia - GO,18/11/2025 às 14:46,Em réplica,"Tenho o Byd Dolphin a quase 1 ano e meio, e + ou - 2 meses percebi que a ventoinha do veículo está ficando 100% do tempo ligada, mesmo quando estou sem utilizar o Ar Condicionado. E espantosamente também está com a ventoinha ligada 100% do tempo do carregamento, o que não é correto. Levei o técnico indicado pela própria Byd que fez a instalação do meu ALL Box e não constatou nenhum problema no ALL Box. Levei o veículo no meu vizinho que tem um veículo igual ao meu até o ano é igual, liguei o meu veículo no ALL box dele e a ventoinha ligou imediatamente, sendo que o veículo dele carrega + ou - 5 horas e liga a ventoinha pouquíssimas vezes. Levei o veículo dele na minha casa e ligamos no meu ALL box, carregou sem ligar a ventoinha, isso está descartado problema no ALL box. Fiquei mas alguns dias com veículo até dar a data do agendamento que fiz junto a Saga Byd, e percebi que com a bateria cheia não estava conseguindo fazer nem 200km de autonomia... Creio pq a ventoinha está 100% do tempo ligada, mesmo sem o Ar condicionado. Entreguei o veículo na Saga Byd, ficou 6 dias lá e falaram que era uma atualização da Byd e que tinha resolvido, mas nada resolveu, pelo contrário autonomia e percentual de bateria caindo rapidamente, mesmo tendi andado pouquíssimo. E a ventoinha continua ligado sem o Ar condicionado e 100% do tempo de carregamento. Essa ventoinha ligada está fazendo consumir muita energia aí carregar e também na autonomia do veículo que quase não chega a 200km de autonomia com a bateria cheia Preciso de uma solução urgente pq utilizo o veículo para meu sustento financeiro. Amanhã cedo, dia 19/11/2025, deixarei novamente o veículo na Saga Byd Goiânia e preciso que vocês sejam mais pontuais para resolver a questão.Aguardo retorno tanto da saga quanto da Byd"
Suspensão quebrada em veículo BYD com 7 meses: alegação de batida sem evidências e recusa de garantia,Manaus - AM,18/11/2025 às 14:46,Respondida,"Levei o veículo na concessionário de BYD Manaus por um ruído na suspenção. Foi evidenciado que a bandeja da suspenção está quebrada, porém o auto tem 7 meses e está na garantia. A minha surpresa foi que a funcionária alega que a quebra teria sido por ""batida"" porém a peça não tem nenhum sinal de amassado para justificar esa teoria, logo alegaram que a batida teria sido ""na roda"", porém a roda tambem não tem nenhum sinal de amassado que justifique a quebra de uma peça de ferro desse porte. Encaminharam um vídeo mostrando a roda ""girando"" para indicar que a mesma estaria amassada, pedi para me indicarem ""pontualmente"" o local onde teria sido o amasso ou [Editado pelo Reclame Aqui] para partir a peça, e só ficam insistindo na mesma argumentação. Ou seja. Não querem admitir que a peça quebrou por defeito de fábrica. E ficam inventando escusas."
Dificuldade em agendar revisão de 60.000 km na concessionária BYD em São José dos Campos - SP,São José dos Campos - SP,18/11/2025 às 13:37,Respondida,"Tenho um BYD Yuan Plus e moro em Guaratinguetá - SP. Minhas revisões precisam ser em São José Dos Campos pois é a cidade mais próxima com apoio de concessionária com suporte para tal inspeção. Meu carro completou 60mil km há mais de 1 mês e meio e não consigo agendar com a loja de São José dos Campos. Eles não me atendem, quando mando WhatsApp eles começam a responder e param. Não dão andamento no meu atendimento. Estou tentando agendar há mais de um mês. Estou receoso de dar alguma pane no meu carro por falta de inspeção. Mas eu quero deixar registrado minhas tentativas. Meu carro está com 64mil km e ainda não obtive sucesso na tentativa de agendar."
Defeito no airbag após 5 meses de uso e recusa de reparo na garantia,Belo Horizonte - MG,18/11/2025 às 13:03,Respondida,então eu fiz uma compra de um Bear de Song pro na Vitória Motors que é na cidade de Nova Lima em Minas Gerais no dia 29 de maio de 2025 pela nota fiscal o carro foi produzido um ano atrás em junho de 2024 após 5 meses de uso o carro começou a dar problema e acender a luz de airbag falando que havia um problema então eu levei a concessionária e a concessionária constatou ruptura do cabo do Fio né da do Airbag que fica no assoalho do carro logo próximo da lateral segundo ela esse defeito não é de fábrica não sei como é um que é um problema que não é aparente senão consegue ver visualizar e eles falaram que foi provocado depois da venda provavelmente não eu só tem 5 meses de uso e ele se recusaram a fazer o reparo dentro da garantia
Dificuldade no cadastro de veícul.,Uberlândia - MG,18/11/2025 às 12:51,Respondida,"Estou no meu terceiro veiculo da marca, nunca tive problemas, até comprar um veículo usado.Tentei cadastrar o veiculo no meu app BYD, para poder controlar, saber a localização e etc, porém por ser usado o procedimento é diferente.Então tentei ligar em TODOS os números de Sac e atendimento ao cliente no site da BYD, o único que atendem é o 0800 723 1314, porém nao conseguem ajudar em absolutamente nada, e instruem a ligar em números que nao existem, frustrando ainda mais a experiência do cliente. Um descaso total, uma marca que começou a vender tanto não ter um SAC de verdade."
Demora na entrega do manual do proprietário e falta de comunicação da concessionária BYD Vila Velha.,Vila Velha - ES,18/11/2025 às 12:46,Respondida,"Pior pós venda que já vi em toda minha vida, no dia 13/02/25 efetuei a compra de um BYD KING na concessionária BYD de Vila Velha, desde então peguei o veículo sem o manual do proprietário e de revisões, com a promessa que seria entrega em 30 dias, pois estava em falta na concessionária (absurdo). Continuei entrando em contato com o pós venda da concessionária durante os próximos meses, e nada de me entregarem o Manual do carro, e pronto.. já se passaram 10 meses e hoje 18/11/25 continuo sem o manual do meu veículo!! Simplesmente pararam de me responder, e ignoram todas as mensagem. Essa dificuldade toda pra conseguir 1 manual, fico imaginando quem precisa de peça de reposição ou de outros serviços da BYD Vila Velha. Aguardo o retorno e sim com uma solução pro meu caso, chega de enrolação e desculpas."
Ligações excessivas para pesquisa de satisfação após serviço na concessionária BYD,São Paulo - SP,18/11/2025 às 12:11,Não respondida,"Troquei o pneu na BYD Deahler Nações Unidas no dia 07/11 e desde então estou recebendo várias ligações por dia de números não identificados (aparece +0) pedindo pra responder pesquisa sobre atendimento. Já entrei em contato com a concessionária por whatsapp do pós-venda e falei com eles diretamente por telefone hoje e informaram que era uma empresa de pesquisa e que iam tirar o meu contato de lá. Advinha o que aconteceu, continuo recebendo ligações da pesquisa. Isto é um absurdo, estão me incomodando várias vezes ao dia com números não identificados e não sou obrigado a responder nenhuma pesquisa. E se for responder a resposta seria PÉSSIMO TRATAMENTO COM O CLIENTE, INCOMODO DIÁRIO."
Problema na suspensão traseira do BYD Dolphin Mini 2025 e falta de solução da montadora,Belo Horizonte - MG,18/11/2025 às 11:53,Em réplica,"Eu comprei no início deste ano um BYD Dolphin Mini 2025/2025. Esse carro tem um problema sério na suspensão traseira. Existem centenas, talvez milhares, de reclamações acerca desse problema na internet. Em resumo, a suspensão traseira é muito molenga e não foi adaptada à realidade das ruas brasileiras que tem muitas ondulações de reparos mal feitos. No meu caso específico, a minha esposa que faz uso do Dolphin tem constantemente enjoo em função do balanço exagerado da carroceria. Recentemente diversas revistas automobilísticas de renome nacional (Quatro Rodas, Autoesporte, etc) publicaram que o Dolphin mini 2026 teve esse problema da suspensão traseira resolvido. Diante disso, eu procurei o vendedor da Byd buscando informações a respeito das mudanças (se foram só os amortecedores e/ou também as molas, e como essas mudanças poderiam ser feitas no mini 2025). O vendedor não soube me informar e me indicou o chefe de oficina da concessionária BYD, daí eu me dirigi várias vezes ao chefe da oficina da concessionária BYD que também diz não saber o que foi feito. Eu não sou adepto às gambiarras que diversos compradores de Dolphin mini têm feito para corrigir o problema, por isso espero que a BYD me auxilie a resolver o problema da suspensão traseira do meu Dolphin mini. A montadora fechar os olhos para esse problema é um total desprezo (para dizer o menos) com o comprador que primeiro acreditou na marca no território nacional e possibilitou volume de vendas e destaque para o Dolphin mini. Assim, aguardo uma resposta rápida e resolutiva da BYD para esse problema."
Atraso no faturamento e entrega de veículo PCD BYD Dolphin Mini,Caçapava - SP,18/11/2025 às 11:31,Em réplica,"Prezados Senhores,Efetuei, em 17/10/2025, o pedido de compra do veículo BYD Dolphin Mini  5 lugares na concessionária BYD São José dos Campos (*****), ocasião em que foi gerado o pedido *****.Trata-se de uma venda direta, considerando que o veículo será adquirido como PCD em nome do meu filho *****, CPF *****.Em 05/11/2025, ao solicitar informações sobre o andamento do processo, fui informado pelo vendedor que toda a documentação havia sido aprovada e que o pedido aguardava apenas o faturamento pela BYD do Brasil.Entretanto, nesta data, 17/11/2025, após novo contato para atualização, fui informado que nenhuma posição da montadora foi repassada à concessionária, que existe uma grande demora da BYD no faturamento de pedidos e que não há previsão para faturamento ou continuidade do processo. Fui informado, inclusive, que nenhum pedido tem sido faturado devido a entraves na própria montadora.Informo ainda que já vendi meu veículo anterior, confiando na previsão inicial de entrega para a segunda quinzena de novembro, conforme orientação. A falta de previsibilidade por parte da concessionária  que atribui à montadora a impossibilidade de acompanhar o status do faturamento  causa grande preocupação e impacto na minha rotinaSegue anexo o Pedido de Vendas Diretas, bem como as mensagens trocadas via WhatsApp com o vendedor da concessionária para comprovação das informações mencionadas.Diante do exposto, solicito uma previsão clara e oficial de faturamento e entrega do veículo referente ao pedido *****.Fico no aguardo do retorno.Atenciosamente,**********"
Atraso na entrega e falta de informações sobre pedido de carro PCD,São Paulo - SP,18/11/2025 às 11:04,Em réplica,"Assinei em 04/11/2025 contrato como pedido ***** para aquisição de um carro dolphin mini com isenção de IPI para PCD como condutora do meu filho, autista de suporte nível 2. Entretanto, não tive mais notícias do andamento, não tenho o boleto para pagar e muito menos o carro.  Na ocasião foi previsto que em cerca de 3 dias haveria o boleto para pagar e que na segunda quinzena de novembro o carro seria entregue - mas até agora não há notícias do andamento: nem boleto nem carro. Considero descaso pois para adquirir este carro me desfiz do carro anterior para ter o valor e pagar o boleto em tempo (visto que carros para menores não são financiáveis) e desde então estou me desdobrando ainda mais para levá-lo às terapias, escola.. são muitas sessões na semana, ele tem ficado agitado com a mudança de rotina e tem sido muito estressante prejudicando o desenvolvimento dele. Preciso mesmo do carro e sinto que eu e meu filho estamos sendo desrespeitados como clientes e como pessoas."
Carregador Wallbox com defeito impede uso de BYD Mini: Demora excessiva na entrega da garantia,Curitiba - PR,18/11/2025 às 10:18,Resolvido,"COMPRAMOS UM BYD MINI E NA SEGUNDA VEZ QUE FOMOS FAZER O CARREGAMENTO COM O WALLBOX FORNECIDO JUNTO COM O VEÍCULO O CARREGADOR NÃO FUNCIONOU MAIS. FIZEMOS TODOS OS TESTES E O PROBLEMA ESTÁ NO CARREGADOR. DIA 26/09/2025 FIZEMOS A ABERTURA DO PEDIDO DE GARANTIA O QUAL FOI AUTORIZADO PELA FABRICA BYD DIA 20/10/2025 PORÉM ATÉ AGORA O NOVO CARREGADOR NÃO FOI DISPONIBILIZADO. O VEÍCULO ESTÁ PARADO COM 500 KM NA GARAGEM POIS NÁO TEM COMO CARREGAR E UTILIZAR O MESMO. CADA VEZ QUE ENTRO EM CONTATO COM A DVA DE ITAJAI VEM UMA RESPOSTA DIFERENTE E O PRAZO DE ENTREGA DO CARREGADOR QUE ERA DE 15 A 20 DIAS UTEIS EM 20/10/2025 PASSOU A SER DE 30 A 60 DIAS UTEIS EM 18/11/2025. UMA FALTA DE RESPEITO E CONSIDERAÇÃO PARA QUEM COMPROU UM CARRO ELÉTRICO E ANDOU APROXIMADAMENTE 500 KM APENAS. HIJE FUI CONSULTAR O RECLAME AQUI E UMA OUTRA RECLAÇÃO FEITA EM 04/11/2025 SOBRE O MESMO PROBLEMA JÁ FOI ATENDIDA EM 12/11/2025, COMO PODE? QUAL MOTIVO DO PRIVILÉGIO QUE ESTA OUTRA RECLAÇÃO TEVE?"
Atraso e Despreparo na Venda Direta para Taxista com Isenção de Impostos,São Paulo - SP,18/11/2025 às 04:47,Não resolvido,"Fiz o pedido do carro como taxista, com isenção de ipi e ICMS dia 16/10/2025com promessa de sair o boleto de pagamento em 10 dias, depois 10 dias corridos, depois o vendedor inventou que esse tipo de venda começaria a partir do dia 01/11/2025, e então uns 10 dias a nota sairia,  Até hoje 18/11/2025, um despreparo total de todos, mal começou com vendas diretas e já não está dando conta, não sabem fazer, não entendem ou sei lá o que é.Para ficar [Editado pelo Reclame Aqui] ainda falta muito hein Byd.Melhor desistir !!!Nem comecei usar a marca e e melhor nem começar pois se o começo está assim e resto nem quero imaginar!"
Crédito de R$ 1.500 em recargas não liberado após compra do BYD Dolphin Plus,Mauá - SP,17/11/2025 às 19:58,Resolvido,"Comprei um BYD Dolphin Plus no dia 25/07/2025, e no momento da compra foi prometido que eu receberia um crédito de R$ 1.500 em recargas, a ser liberado em até 45 dias úteis.Porém, já se passou o prazo informado e o crédito não aparece no meu aplicativo. Estou tentando resolver a situação pelo SAC da BYD, mas infelizmente não obtive nenhuma solução até o momento.Peço que a BYD verifique com urgência essa pendência e libere o crédito que foi prometido no ato da compra. Preciso de uma solução imediata.Aguardo retorno."
Cinto de segurança traseiro quebrou no primeiro uso e concessionária quer cobrar,Salto Grande - SP,17/11/2025 às 17:55,Resolvido,"Na primeira   vez que o cinto de segurança do passageiro traseiro direito foi usado um suporte de plástico se rompeu. Procurei a concessionária e querem me cobrar pelo cinto de segurança completo. Como é possível uma peça de um item de segurança vital se romper no primeiro uso e a BYD ainda quer cobrar pela peça. Isso poderia causar um acidente fatal e a empresa, ao invés de solucionar, que explorar o cliente com a cobrança de mais de R$1.900,00"
"Pane elétrica, demora no conserto e falta de carro reserva para veículo BYD Dolphin GS 2025",Pinhais - PR,17/11/2025 às 17:09,Respondida,"No dia 03/11/2025 meu veículo dolphin GS 2025 apresentou uma pane elétrica que o impossibilita de andar , no dia 04/11 foi removido para a concessionária Byd Taruma pela assistência 24 hora da BYD com parceria da Porto seguros entrei em contato com a concessionária para saber se eles já estavam realizando o check in do mesmo junto a oficina , foi informado que o carro não estava lá , relatei a atendente que o carro sim estava lá como no laudo de entrega do guincho que removeu o veículo no dia 05/11 mais uma vez a concessionária alegou que o carro não estava lá tive que ir pessoalmente até lá para montrar que o carro estava sim no pátio e que eles estavam (perdendo o carro dentro da oficina mesmo ) depois de muito estresse o carro deu entrada ,No dia 06/11/2025 fui informado que o carro após testes foi constatado problema na bateria de tração , deste então não obtive mais respostas sobre o prazo de conserto ou atualizações . Totalizando hoje 17/11/2025 14 dias .De acordo com o Código de Defesa do Consumidor (CDC), o prazo máximo que o fornecedor ,montadora e a concessionária  tem para sanar um vício (defeito) de produto durável é de 30 dias, contados desde que o consumidor comunicar ou deixar o veículo à disposição para conserto.Tenho duas pessoas dependentes  do veículo para se deslocar para hospital e exames até mesmo para sair de casa , foi fornecido um carro reserva porém por apenas 7 dias tentei por inúmeras vezes prolongar ou até mesmo realizar um novo pedido de carro reserva e não fui atendido  isso é humilhante ter um carro novo e não poder contar com o veículo é muito menos com a assistência , para meus dependentes a logística é horrível pois táxi é motorista de aplicativos não tem paciência para realizar o transporte de equipamentos e das pessoas Peço uma solução para isso que tenho 2 protocolos de ouvidoria e não resolvem nada"
Desgaste prematuro de pneu em BYD Song Plus com menos de 10 mil km rodados,Belém - PA,17/11/2025 às 16:33,Respondida,"Sou proprietário de um BYD Song Plus e, com menos de 10 mil km de uso, um dos pneus apresentou desgaste anormal e totalmente incompatível com a vida útil esperada para o modelo. Ao levar o veículo à concessionária BYD Vega, em Belém/PA, fui informado de que o problema seria decorrente exclusivamente de um suposto empeno na roda. Entretanto, essa explicação não condiz com a gravidade e o padrão do desgaste apresentado.O desgaste irregular e acelerado, restrito a uma área específica do pneu, é compatível com falha de suspensão, desalinhamento estrutural ou problema em componentes como pivô, bucha ou amortecedor  defeitos capazes de comprometer o contato do pneu com o solo e reduzir drasticamente sua vida útil. É tecnicamente improvável que um simples empeno de roda seja capaz de destruir um pneu em tão poucos quilômetros, sem que houvesse vibração severa ou perda de dirigibilidade perceptível.Por isso, solicito que a BYD realize uma nova avaliação técnica, criteriosa e imparcial, considerando a possibilidade de defeito na suspensão e não apenas a hipótese simplista apresentada pela concessionária. Diante do desgaste prematuro e da provável relação com falha mecânica, peço também a substituição do pneu danificado, pois não é razoável que um componente essencial à segurança seja destruído tão rapidamente sem que haja contribuição do consumidor.Espero uma solução responsável e compatível com o padrão de qualidade esperado da marca, evitando que o custo de uma falha possivelmente oriunda da suspensão recaia injustamente sobre o cliente."
BYD não entrega voucher de R$1000 e gerente não responde,Belo Horizonte - MG,17/11/2025 às 16:29,Em réplica,A BYD não cumpriu o compromisso de entrega do voucher no valor de 1000 reais em recarga.O Gerente da BYD Raja de Belo Horizonte não responde as ligações e mensagens enviadas.
Demora excessiva no reparo de veí..,Brasília - DF,17/11/2025 às 15:57,Respondida,"Após 4 dias que comprei e retirei da concessionária um BYD, infelizmente sofri um acidente de trânsito no dia 01/09/2025 e desde então estou com um BYD Dolphin Mini na concessionária BYD Vitória Motors em Brasilia para reparo desde o dia 02/09/2025, hoje com mais de 70 dias de entrada do veículo na concessionária, a BYD Vitória Motors até o momento não tem nenhuma resposta plausível para o término do reparo e entrega do veículo. O meu seguro aprovou todo o orçamento da concessionária no dia 05/09/2025, o consultor que me atendia me passou um prazo de chegada das peças até dia 23/09, as peças chegaram com dois dias de atraso mas até aí tudo bem, também fui informado que somente com chegada de todas essas peças eles iriam começar a trabalhar no carro, estava aguardando esperançoso para pegar o carro até o final de Outubro, estimativa essa que o próprio consultor me passou em atendimento, o que não ocorreu. Retornei até a concessionária para tentar entender o que estava acontecendo com toda essa demora e fui informado que existia um segundo orçamento (completamentar) de algumas outras peças que só perceberam depois que seria necessário para o reparo e estavam aguardando essas peças chegarem para ai sim, conseguir finalizar o conserto do carro, porém eu mesmo em uma visita ao veículo, fui informado que ainda faltam peças do primeiro orçamento, o que me deixou decepcionado. Estou a mais de 70 dias sem carro e até hoje não conseguem me dar uma posição, uma resposta concreta de quando as peças irão chegar, quando irão conseguir finalizar o conserto. Estou totalmente decepcionado com o tratamento que a concessionária BYD Vitória Motors, e com o desprezo que a fabricante BYD tem com o seu cliente, me deixando sem suporte algum, a concessionária demora muito para responder e quando respondem, não conseguem dar uma posição, um direcionamento ou muito menos uma data, e a fábrica que por outro lado não tem peças de reposição para seus veículos."
"Ruído na direção do BYD Song Pro persiste após reparo, gerando custos e transtornos",São Paulo - SP,17/11/2025 às 15:00,Em réplica,"Temendo pela segurança dos ocupantes do veículo BYD Song Pro, entrei em contato no dia 08/09 para agendar uma avaliação sobre um ruído apresentado ao esterçar a direção com o veículo parado, quando este tinha pouco mais de 3 mil km rodados.Fui atendido apenas no dia 20/10, ocasião em que o veículo permaneceu dois dias na oficina exclusivamente para diagnóstico.O diagnóstico informou folga na suspensão. Embora tenha estranhado, confiei na avaliação, já que não sou mecânico.No dia 12/11, deixei o veículo para a substituição dos amortecedores e coxins dianteiros. No dia 13/11, após assinar os documentos referentes ao acionamento da garantia, retirei o veículo.Entretanto, imediatamente percebi que o problema, o rangido ao esterçar a direção com o veículo parado, permaneceu inalterado.Esse inconveniente já se arrasta há meses. Durante o período em que fiquei sem o veículo, tive custos significativos com transporte por aplicativo, além de que as idas à oficina consumiram tempo excessivo.Diante disso, solicito uma posição da Iesa e da BYD quanto ao problema. Caso o ruído seja apenas uma característica do modelo, peço que isso seja declarado por escrito, confirmando que não há risco de falha na direção.Diante do exposto acima, espero uma para a solução do problema."
Indignação com os serviços presta..,Salvador - BA,17/11/2025 às 14:50,Respondida,"Venho por meio desta plataforma manifestar minha profunda insatisfação e indignação com os serviços prestados pela BYD Parvi em Salvador-BA (as suas duas unidades: Retiro e Paralela). Após sofrer um sinistro, levei o veículo para as referidas concessionárias da rede BYD, e, após avaliação minuciosa me foi informado da necessidade de recorrer aos serviços de funilaria e pintura do paralamas dianteiro DIREITO, substituição de componentes da suspensão dianteira DIREITA e do pneu dianteiro DIREITO, bem como alinhamento e balanceamento. Em momento algum, desde a avaliação inicial e ao longo do serviço, foi observado/relatado qualquer outro dano aos demais componentes do conjunto de suspensão. Assim, autorizei os reparos conforme orçamento e avaliação da assistência técnica. Pois bem, após um período de 75 dias com o veículo na posse deles, no momento da entrega pude observar, no relatório do alinhamento e balanceamento, um defeito na suspensão dianteira à ESQUERDA (ângulo do Caster negativo ). Neste período, que ficaram de posse do meu veículo, rodaram cerca de 100km com o carro (isso mesmo, CEM QUILÔMETROS!!!). Relataram, como justificativa, a necessidade de deslocamento entre as duas concessionárias e de testes de rodagem. Nesse mesmo período, enquanto alguém se deslocava com todo o conforto que o Song plus propicia sob o pretexto de ""testes de rodagem"", eu me virava para manter a rotina de deslocamentos à trabalho pelas estradas da Bahia (carro 1.0 com câmbio manual da seguradora, ônibus, caronas, carros emprestados de parentes..teve de tudo).Na unidade Parvi do Retiro tentaram me fazer retirar o carro, como estava, por conta própria, e buscar a unidade Parvi Paralela para esclarecimentos com os mecânicos responsáveis pelo alinhamento e balanceamento. Me recusei a proceder dessa forma. Então, um ""funcionário responsável"" foi destacado para conduzir o veículo comigo de carona até a unidade da Parvi Paralela. Por lá, presenciei a conversa entre ele e os mecânicos, que condenaram a Bandeja da suspensão dianteira esquerda e afirmaram que haveria necessidade de substituição da mesma. O ""funcionário responsável"" da Parvi Retiro fez um contraponto e questionou sobre a possibilidade de reparo da peça. Os mecânicos reafirmaram sobre a necessidade de troca. Para a minha surpresa, no entanto, na manhã do dia seguinte recebo uma ligação afirmando que foi feito um REPARO da peça em questão, com a normalização dos parâmetros no laudo do alinhamento e balanceamento. Diante da divergência de informações, solicitei a emissão de um laudo técnico sobre o diagnóstico e serviço prestado, o que me foi negado! Inclusive pelo gerente de pós-vendas.Tenho em posse fotos do odômetro para comprovar a quilometragem percorrida por eles, no ato da entrega (02/08/2025) do veículo e da retirada (16/10/2025). Além das ordens de serviço, relatórios dos últimos serviços de alinhamento e balanceamento, e prints de conversas via WhatsApp para comprovar as alegações. Como me foi informado que não haveria mais o que ser feito, fui retirar meu veículo fazendo todas as ressalvas acima. Uma vez retirado o veículo busquei informações em concessionárias de outros grupos (Mandarim e Via Sul), nas quais os mecânicos afirmaram que o ""padrão é trocar a peça defeituosa, não sendo prática recomendada pela BYD o reparo de peças"".Em suma, fiquei 75 dias privado de utilizar meu veículo, gastei uma quantia considerável no conserto (cerca de 13 mil reais), o carro foi entregue com 100km a mais no odômetro, durante os quais algo ocorreu para danificar a suspensão do lado oposto, e com essa ""solução"" arranjada. SÓ PREJUÍZO..Estou indignado e profundamente insatisfeito com os serviços prestados, relativos à suspensão, e com a postura dos envolvidos. Espero, com essa manifestação, obter alguma resposta da BYD nacional. Que apurem os fatos e busquem mediar a resolução de meu problema, para que não seja necessário ajuizar essa questão na justiça."
